academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
รองศาสตราจารย์,ดุษฎี พรหมทัต,,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ,Rajamangala University of Technology Suvarnabhumi,เศรษฐศาสตร์เกษตร,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดุษฎี มัชฌิมาภิโร,,มหาวิทยาลัยราชภัฏยะลา,Yala Rajabhat University,การศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดุษณีย์ ส่องเมือง,,มหาวิทยาลัยเกษตรศาสตร์,Kasetsart University,บัญชี,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ดุสิต สุจิรารัตน์,Dusit Sujirarat,มหาวิทยาลัยมหิดล,Mahidol University,วิทยาการระบาด,587.0,46.0,561.0,13.0,140.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ตระกูล มีชัย,Trakoon Meechai,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,รัฐศาสตร์,,,,1.0,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ตระกูลพันธ์ พัชรเมธา,,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา,Rajamangala University of Technology Lanna,ออกแบบอุตสาหกรรม,,,,,,ปริญญาโท,ข้าราชการ
ศาสตราจารย์,ตรึงใจ บูรณสมภพ,,มหาวิทยาลัยศิลปากร,Silapakorn University,-,,,,,,-,ข้าราชการ
รองศาสตราจารย์,ตวงพร พุ่มทองดี,,มหาวิทยาลัยขอนแก่น,Khon Kaen University,การพยาบาล,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ตวงรัตน์ คูหเจริญ,,มหาวิทยาลัยหอการค้าไทย,University of the Thai Chamber of Commerce,-,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ตวงแสง ณ นคร,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ต่ออายุราชการ
รองศาสตราจารย์,ตะวัน สุจริตกุล,Thawan Sucharitakul,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,วิศวกรรมเครื่องกล,19.0,6.0,19.0,2.0,9.0,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ตุ้มทิพย์ แสงรุจิ,Tumtip Sangruchi,มหาวิทยาลัยมหิดล,Mahidol University,พยาธิวิทยา,269.0,40.0,267.0,10.0,138.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์ ได้รับเงินประจำตำแหน่งสูงขึ้น,ต่อพงศ์ สงวนเสริมศรี,Torpong Sa-Nguansermsri,มหาวิทยาลัยพะเยา,University of Phayao,กุมารเวชศาสตร์,74.0,4.0,67.0,3.0,13.0,ปริญญาตรี,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ต่อพงศ์ โทณะวณิก,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,เคมี,,,,,,-,ข้าราชการ
รองศาสตราจารย์,ต่อพงษ์ ทองงาม,Torpong Thongngarm,มหาวิทยาลัยมหิดล,Mahidol University,อายุรศาสตร์,275.0,26.0,274.0,9.0,86.0,ปริญญาตรี,ข้าราชการ
รองศาสตราจารย์,ถนอมขวัญ ทวีบูรณ์,Thanomkwan Thaweeboon,มหาวิทยาลัยมหิดล,Mahidol University,พยาบาลศาสตร์,,,,1.0,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ถนอมนวล โอเจริญ,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,ภาษาเยอรมัน,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ถนอมวรรณ ประเสริฐเจริญสุข,Thanomwan Prasertcharoensuk,มหาวิทยาลัยขอนแก่น,Khon Kaen University,หลักสูตรและการสอน,7.0,2.0,5.0,2.0,1.0,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ถนอมศรี อินทนนท์,Thanomsri Inthanon,มหาวิทยาลัยทักษิณ,Thaksin University,พยาบาลศาสตร์,,,,1.0,,ปริญญาโท,ลูกจ้างชั่วคราว (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ถาวร สายสืบ,,มหาวิทยาลัยนเรศวร,Naresuan University,เทคโนโลยีและสื่อสารการศึกษา,,,,,,ปริญญาโท,ข้าราชการ
รองศาสตราจารย์,ถาวร อมตกิตต์,,มหาวิทยาลัยศรีปทุม,Sripatum University,วิศวกรรมไฟฟ้า,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
รองศาสตราจารย์,ถิรนันท์ อนวัชศิริวงศ์,,จุฬาลงกรณ์มหาวิทยาลัย,Chulalongkorn University,นิเทศศาสตร์,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
รองศาสตราจารย์,ทณุ เตียวรัตนกุล,,มหาวิทยาลัยบูรพา,Burapha University,ภาษาอังกฤษ,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ทนงชัย สิริอภิสิทธิ์,Thanongchai Siriapisith,มหาวิทยาลัยมหิดล,Mahidol University,รังสีวินิจฉัย,76.0,21.0,75.0,5.0,30.0,ปริญญาตรี,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
ศาสตราจารย์,ทนงศักดิ์ บุนนาค,,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,King Mongkut's University of Technology North Bangkok,อายุรศาสตร์เขตร้อน,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
